scenario,scenario_type,scenario_geography,technology,mean,median,min,max,percentile_2.5,percentile_5,percentile_95,percentile_97.5
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10INDIA+,BiomassCap - w/o CCS,1.539422539832206,1.4896075102705228,1.1015170816693411,1.9897692182576763,1.1210192881155483,1.1407612344994071,1.9669540686840399,1.9780259755800156
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10INDIA+,BiomassCap - w/o CCS,3.7317055390033405,3.070893865564219,1.8279403857742782,6.34472439865208,1.8643026716515303,1.9008545137938064,6.289260431293808,6.317004194442857
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10EUROPE,BiomassCap - w/o CCS,1.2926259332012533,1.1926239334522712,0.9176140235692427,1.697406288291407,0.9477045377870378,0.9777573232793257,1.6725812718173612,1.6848991566847196
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10EUROPE,BiomassCap - w/o CCS,3.4293329141717823,2.9852099220810207,1.6220236339291785,6.2137400267424665,1.6505191504668784,1.6782453230493433,6.011333873094216,6.11217586805145
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10CHINA+,BiomassCap - w/o CCS,1.64521319073603,1.7846379499851217,1.1216405031259817,1.9434821131247337,1.1481206012605019,1.1747900882548514,1.9125378141897231,1.9250757891001848
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10CHINA+,BiomassCap - w/o CCS,2.5944184587377133,2.3763316772241314,1.8411399841796734,3.7930534308094073,1.8529659611243692,1.8654038705548968,3.688336809125794,3.7406428778384324
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10AFRICA,BiomassCap - w/o CCS,1.1529678230110156,1.1002574951354254,0.9152733586314868,1.5914053254460687,0.9364540437471525,0.9576362848199138,1.485941122443146,1.5377015539971577
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10AFRICA,BiomassCap - w/o CCS,3.329075121647986,2.802983725821468,2.14083893351355,5.495799679592137,2.1440403066724976,2.158227021744584,5.291404121152559,5.393268181468623
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,JPN,BiomassCap - w/o CCS,1.1894780201638433,1.195367579110908,1.0148580234365467,1.3045310774380483,1.0312487907378483,1.0477100198758562,1.2858846458493107,1.292892924025598
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,JPN,BiomassCap - w/o CCS,1.9265188036076626,1.6428784057133663,1.432320016203146,3.09709576855828,1.4323409238097182,1.432428240811389,2.9701489860529344,3.0333170742425524
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,IND,BiomassCap - w/o CCS,1.539422539832206,1.4896075102705228,1.1015170816693411,1.9897692182576763,1.1210192881155483,1.1407612344994071,1.9669540686840399,1.9780259755800156
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,IND,BiomassCap - w/o CCS,3.7317055390033405,3.070893865564219,1.8279403857742782,6.34472439865208,1.8643026716515303,1.9008545137938064,6.289260431293808,6.317004194442857
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,Global,BiomassCap - w/o CCS,1.4475252147346067,1.4402802348166877,1.1402483831759278,1.762499286288151,1.159484231181719,1.1786674088026767,1.7255786238992208,1.7438722111843274
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,Global,BiomassCap - w/o CCS,2.981285049727256,2.321282071317937,1.7782181477078518,5.209315309256949,1.7998634905330178,1.8152027140340827,5.017988500672391,5.113368813248388
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,EU,BiomassCap - w/o CCS,1.2926259332012533,1.1926239334522712,0.9176140235692427,1.697406288291407,0.9477045377870378,0.9777573232793257,1.6725812718173612,1.6848991566847196
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,EU,BiomassCap - w/o CCS,3.4293329141717823,2.9852099220810207,1.6220236339291785,6.2137400267424665,1.6505191504668784,1.6782453230493433,6.011333873094216,6.11217586805145
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,CHN,BiomassCap - w/o CCS,1.64521319073603,1.7846379499851217,1.1216405031259817,1.9434821131247337,1.1481206012605019,1.1747900882548514,1.9125378141897231,1.9250757891001848
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,CHN,BiomassCap - w/o CCS,2.5944184587377133,2.3763316772241314,1.8411399841796734,3.7930534308094073,1.8529659611243692,1.8654038705548968,3.688336809125794,3.7406428778384324
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,USA,BiomassCap,1.2856097756199425,1.2381420602936875,1.0062385633649558,1.6947145660987155,1.016769378385697,1.0272124497488622,1.644148551430198,1.6691751531059174
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,USA,BiomassCap,3.3194692432250226,2.702457826591724,1.4311604089266106,6.724188494369121,1.4576371089702835,1.4881236245229785,6.334987313259653,6.527848865155805
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,RUS,BiomassCap,1.2735473552803536,1.2923076492534575,1.174888594754159,1.3633608009723577,1.1770104151931413,1.1791373767951576,1.3506269010967948,1.3560108598566818
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,RUS,BiomassCap,2.9112725399717383,2.070750334387717,1.585811160805945,5.9260587747490785,1.598000206465294,1.6115972578222009,5.5308494211956765,5.725992539736726
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10ROWO,BiomassCap,1.1177569754469177,1.0787134117131607,0.8594000177233763,1.5127208895904498,0.8773852561669743,0.8954590459089737,1.4311460741187112,1.4710763765118642
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10ROWO,BiomassCap,3.7429043396376867,2.9058545455920894,2.2575322334978445,6.781817488404895,2.2635309736362115,2.2817705402611783,6.474911093764209,6.627529974454288
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10REST_ASIA,BiomassCap,1.0123567618403713,0.9414584841415059,0.6708966276180168,1.3956685704301097,0.6870224757223657,0.7032736009571734,1.3803857239285273,1.3879143289902787
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10REST_ASIA,BiomassCap,2.965706776484728,2.384869931639485,1.624613285728163,5.067030836024377,1.644953092457477,1.6706505780427956,4.914667172052416,4.990831070113458
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10REF_ECON,BiomassCap,1.364555709138347,1.419610971301867,1.1325011701485148,1.48838353164897,1.1459922367417106,1.1595159200170266,1.471622752721426,1.478775239523179
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10REF_ECON,BiomassCap,2.9512315422623105,2.172207981417036,1.6292149313982218,5.982959363391273,1.6495841399228333,1.6668376369391589,5.5815374468438534,5.779748151983966
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10PAC_OECD,BiomassCap,1.176873257169919,1.1825306734467964,1.0031809279436452,1.2919925500827083,1.019528191048494,1.0359450136967308,1.2733097693936164,1.280352095379998
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10PAC_OECD,BiomassCap,1.894544478321866,1.6148883097217919,1.4148206794254743,3.0285060386161935,1.414872221458434,1.4151082194521027,2.9059791662710124,2.9669347469715435
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10NORTH_AM,BiomassCap,1.2856097756199425,1.2381420602936875,1.0062385633649558,1.6947145660987155,1.016769378385697,1.0272124497488622,1.644148551430198,1.6691751531059174
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10NORTH_AM,BiomassCap,3.3194692432250226,2.702457826591724,1.4311604089266106,6.724188494369121,1.4576371089702835,1.4881236245229785,6.334987313259653,6.527848865155805
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10MIDDLE_EAST,BiomassCap,1.451197437232402,1.3172427854594007,1.0,3.699762549137043,1.0952688913776163,1.1589963623691122,2.1116312887654587,2.7832431401388127
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10MIDDLE_EAST,BiomassCap,2.835983347269339,2.246957913343727,1.3535565193521617,5.602288120750466,1.3741746193843423,1.388360854609124,5.354917776505143,5.4782751584557525
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10LATIN_AM,BiomassCap,1.1000877313204631,1.145693593553741,0.7682155170730032,1.281753599255139,0.7922093157539457,0.8162853716745807,1.2736198169897663,1.2770855419815905
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10LATIN_AM,BiomassCap,2.581069631806597,2.0355067964716618,1.705170673115033,4.374380609891991,1.7298878560803568,1.7552493095226112,4.19376894851559,4.283742695658071
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10INDIA+,BiomassCap,1.536476991717669,1.4867093263508582,1.0991974852987718,1.9861312429906435,1.1186597476503348,1.13836104895033,1.963406271319775,1.97443388678679
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10INDIA+,BiomassCap,3.729281351689897,3.069161030013543,1.826650196000898,6.338249032396188,1.8629679857503072,1.899498149157865,6.283598428830894,6.310931090503267
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10EUROPE,BiomassCap,1.283183885577621,1.184038858732401,0.9095880312909809,1.684594699771551,0.939686419818581,0.9697470697475403,1.6601542036554315,1.6722812630977297
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10EUROPE,BiomassCap,3.4073790206024914,2.946723864643601,1.6070773322631808,6.203418076752257,1.6356724535987865,1.6628214273155768,6.001127217312736,6.101911770844372
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10CHINA+,BiomassCap,1.6474858869023157,1.7870243979616411,1.1230827601416709,1.9464452924472933,1.1495828370376764,1.1762725145429291,1.9153813852943924,1.928017046404214
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10CHINA+,BiomassCap,2.5944322209908486,2.3763862962782127,1.8411399841796734,3.7930534308094073,1.852969156308027,1.8654105483858632,3.688336809125794,3.7406428778384324
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10AFRICA,BiomassCap,1.1510053195891232,1.0985847789900625,0.9135441408553634,1.588352751733382,0.9347247267377237,0.9559068685698898,1.4831052379637453,1.534759542084568
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10AFRICA,BiomassCap,3.2114705989120678,2.735946163803988,2.1227042835695484,5.132926708061998,2.1285603470071637,2.145399739274924,4.954070072376626,5.043087862093951
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,JPN,BiomassCap,1.176873257169919,1.1825306734467964,1.0031809279436452,1.2919925500827083,1.019528191048494,1.0359450136967308,1.2733097693936164,1.280352095379998
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,JPN,BiomassCap,1.894544478321866,1.6148883097217919,1.4148206794254743,3.0285060386161935,1.414872221458434,1.4151082194521027,2.9059791662710124,2.9669347469715435
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,IND,BiomassCap,1.536476991717669,1.4867093263508582,1.0991974852987718,1.9861312429906435,1.1186597476503348,1.13836104895033,1.963406271319775,1.97443388678679
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,IND,BiomassCap,3.729281351689897,3.069161030013543,1.826650196000898,6.338249032396188,1.8629679857503072,1.899498149157865,6.283598428830894,6.310931090503267
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,Global,BiomassCap,1.0606102404842785,1.0487925851189321,0.8535066382749755,1.2998055526617391,0.8643712458354245,0.8752061464752933,1.2716874957946183,1.285620116810069
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,Global,BiomassCap,2.831659567843904,2.189079149250126,1.677328592805504,4.971013044535215,1.6995719336329569,1.7137705955628457,4.785427995630265,4.877945722226279
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,EU,BiomassCap,1.283183885577621,1.184038858732401,0.9095880312909809,1.684594699771551,0.939686419818581,0.9697470697475403,1.6601542036554315,1.6722812630977297
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,EU,BiomassCap,3.4073790206024914,2.946723864643601,1.6070773322631808,6.203418076752257,1.6356724535987865,1.6628214273155768,6.001127217312736,6.101911770844372
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,CHN,BiomassCap,1.6474858869023157,1.7870243979616411,1.1230827601416709,1.9464452924472933,1.1495828370376764,1.1762725145429291,1.9153813852943924,1.928017046404214
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,CHN,BiomassCap,2.5944322209908486,2.3763862962782127,1.8411399841796734,3.7930534308094073,1.852969156308027,1.8654105483858632,3.688336809125794,3.7406428778384324
